Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,size_frac,alkalinity
SRR32311517,AMPLICON,602,6508222,PRJNA785606,SAMN46781236,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",3575351,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647279,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_14CL,SRP348946,>3m,
SRR32311518,AMPLICON,602,11783548,PRJNA785606,SAMN46781235,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6256732,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647278,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_14C,SRP348946,>0.2m,
SRR32311519,AMPLICON,602,21655144,PRJNA785606,SAMN46781234,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",12629964,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647277,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_14BS,SRP348946,0.2-3m,
SRR32311520,AMPLICON,602,9923970,PRJNA785606,SAMN46781233,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5493078,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647276,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14BL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_14BL,SRP348946,>3m,
SRR32311521,AMPLICON,602,14957894,PRJNA785606,SAMN46781232,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7896050,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647275,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14B_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_14B,SRP348946,>0.2m,
SRR32311522,AMPLICON,602,31797038,PRJNA785606,SAMN46781046,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18608960,DALHOUSIE UNIVERSITY,2022-01-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647274,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_2D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_2D,SRP348946,>0.2m,
SRR32311523,AMPLICON,602,9079364,PRJNA785606,SAMN46781230,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5198960,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647273,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14AS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_14AS,SRP348946,0.2-3m,
SRR32311524,AMPLICON,602,16670584,PRJNA785606,SAMN46781231,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",9054027,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647272,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14AP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_14AP,SRP348946,Pooled,
SRR32311525,AMPLICON,602,2346596,PRJNA785606,SAMN46781229,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",1332916,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647271,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14AL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_14AL,SRP348946,>3m,
SRR32311526,AMPLICON,602,9111270,PRJNA785606,SAMN46781228,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5017664,DALHOUSIE UNIVERSITY,2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647270,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_14A_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_14A,SRP348946,>0.2m,
SRR32311527,AMPLICON,602,36797250,PRJNA785606,SAMN46781224,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",19430987,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647269,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13ES_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_13ES,SRP348946,0.2-3m,
SRR32311528,AMPLICON,602,5247032,PRJNA785606,SAMN46781223,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2892398,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647268,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13EL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_13EL,SRP348946,>3m,
SRR32311529,AMPLICON,602,4864160,PRJNA785606,SAMN46781222,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2867955,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647267,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13E_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_13E,SRP348946,>0.2m,
SRR32311530,AMPLICON,602,36290366,PRJNA785606,SAMN46781227,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20334516,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647266,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13DS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_13DS,SRP348946,0.2-3m,
SRR32311531,AMPLICON,602,5357198,PRJNA785606,SAMN46781226,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",3366052,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647265,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13DL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_13DL,SRP348946,>3m,
SRR32311532,AMPLICON,602,15286586,PRJNA785606,SAMN46781225,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8506101,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647264,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_13D,SRP348946,>0.2m,
SRR32311533,AMPLICON,602,35418068,PRJNA785606,SAMN46781042,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20523477,DALHOUSIE UNIVERSITY,2022-01-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647263,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_2CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_2CS,SRP348946,0.2-3m,
SRR32311534,AMPLICON,602,31943926,PRJNA785606,SAMN46781024,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18355236,DALHOUSIE UNIVERSITY,2022-01-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647262,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_1AS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_1AS,SRP348946,0.2-3m,
SRR32311535,AMPLICON,602,30602670,PRJNA785606,SAMN46781094,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18507537,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647261,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5DS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_5DS,SRP348946,0.2-3m,
SRR32311536,AMPLICON,602,20776826,PRJNA785606,SAMN46781029,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",12305068,DALHOUSIE UNIVERSITY,2022-01-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647260,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_1CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_1CL,SRP348946,>3m,
SRR32311537,AMPLICON,602,27764240,PRJNA785606,SAMN46781095,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",15078995,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647259,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5DP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_5DP,SRP348946,Pooled,
SRR32311538,AMPLICON,602,21373408,PRJNA785606,SAMN46781093,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",12715707,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647258,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5DL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_5DL,SRP348946,>3m,
SRR32311539,AMPLICON,602,27382572,PRJNA785606,SAMN46781092,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",15992109,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647257,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:22:00Z,1,BB22_5D,SRP348946,>0.2m,
SRR32311540,AMPLICON,602,39200434,PRJNA785606,SAMN46781088,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",22932533,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647256,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_5CS,SRP348946,0.2-3m,
SRR32311541,AMPLICON,602,13307210,PRJNA785606,SAMN46781087,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7756907,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647255,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_5CL,SRP348946,>3m,
SRR32311542,AMPLICON,602,28554064,PRJNA785606,SAMN46781086,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",16691721,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647254,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_5C,SRP348946,>0.2m,
SRR32311543,AMPLICON,602,31047548,PRJNA785606,SAMN46781085,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",17863407,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647253,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_5BS,SRP348946,0.2-3m,
SRR32311544,AMPLICON,602,4490318,PRJNA785606,SAMN46781084,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2638461,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647252,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5BL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_5BL,SRP348946,>3m,
SRR32311545,AMPLICON,602,34441624,PRJNA785606,SAMN46781083,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20083648,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647251,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5B_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_5B,SRP348946,>0.2m,
SRR32311546,AMPLICON,602,24871028,PRJNA785606,SAMN46781082,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",14753015,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647250,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5AS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_5AS,SRP348946,0.2-3m,
SRR32311547,AMPLICON,602,41615658,PRJNA785606,SAMN46781028,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23991290,DALHOUSIE UNIVERSITY,2022-01-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647249,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_1C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_1C,SRP348946,>0.2m,
SRR32311548,AMPLICON,602,7169218,PRJNA785606,SAMN46781081,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4316671,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647248,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5AL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_5AL,SRP348946,>3m,
SRR32311549,AMPLICON,602,9117892,PRJNA785606,SAMN46781080,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5397613,DALHOUSIE UNIVERSITY,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647247,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_5A_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_5A,SRP348946,>0.2m,
SRR32311550,AMPLICON,602,31889746,PRJNA785606,SAMN46781076,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18267262,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647246,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4ES_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_4ES,SRP348946,0.2-3m,
SRR32311551,AMPLICON,602,4301892,PRJNA785606,SAMN46781075,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2660843,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647245,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4EL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4EL,SRP348946,>3m,
SRR32311552,AMPLICON,602,34754664,PRJNA785606,SAMN46781074,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20023246,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647244,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4E_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_4E,SRP348946,>0.2m,
SRR32311553,AMPLICON,602,36662402,PRJNA785606,SAMN46781079,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",21184585,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647243,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4DS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_4DS,SRP348946,0.2-3m,
SRR32311554,AMPLICON,602,31447276,PRJNA785606,SAMN46781078,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18981390,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647242,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4DL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4DL,SRP348946,>3m,
SRR32311555,AMPLICON,602,17554320,PRJNA785606,SAMN46781077,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",10230309,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647241,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_4D,SRP348946,>0.2m,
