Genus,L1,S1,W1,feature_frequency
g__Thiomicrorhabdus,1.0,0.0,0.0,13.0
g__Tolumonas,1.0,1.0,1.0,287.0
g__Trichococcus,1.0,1.0,1.0,162.0
g__Truepera,0.0,1.0,0.0,15.0
g__Tumebacillus,1.0,0.0,0.0,6.0
g__UBA10353_marine_group,0.0,1.0,1.0,222.0
g__UBA12409,0.0,1.0,1.0,138.0
g__UCG-002,1.0,1.0,1.0,456.0
g__UCG-003,1.0,1.0,1.0,65.0
g__UCG-005,1.0,1.0,0.0,78.0
g__Ulvibacter,1.0,1.0,1.0,81273.0
g__Undibacterium,1.0,1.0,0.0,146.0
g__Unknown_Family,1.0,1.0,1.0,425.0
g__Uruburuella,1.0,1.0,0.0,53.0
g__Vagococcus,0.0,0.0,1.0,3.0
g__Variovorax,1.0,0.0,0.0,180.0
g__Veillonella,0.0,1.0,0.0,11.0
g__Vermiphilaceae,0.0,1.0,0.0,26.0
g__Verrucomicrobium,0.0,0.0,1.0,2.0
g__Vicinamibacteraceae,0.0,0.0,1.0,11.0
g__Vicingus,1.0,1.0,1.0,11640.0
g__Vitellibacter,1.0,1.0,0.0,71.0
g__Vitreoscilla,1.0,0.0,1.0,16.0
g__W27,1.0,1.0,1.0,595.0
g__W5,1.0,1.0,1.0,239.0
g__WCHB1-32,0.0,1.0,0.0,12.0
g__WD2101_soil_group,0.0,1.0,1.0,14.0
g__WD260,0.0,1.0,1.0,52.0
g__WPS-2,0.0,1.0,1.0,597.0
g__Woesearchaeales,0.0,1.0,1.0,702.0
g__Woeseia,1.0,1.0,1.0,3749.0
g__Yoonia-Loktanella,1.0,1.0,1.0,42112.0
g__Zavarzinella,1.0,0.0,0.0,8.0
g__Zoogloea,1.0,1.0,1.0,1891.0
g__Zymophilus,0.0,1.0,0.0,6.0
g__[Agitococcus]_lubricus_group,1.0,1.0,1.0,114.0
g__[Aquaspirillum]_arcticum_group,0.0,1.0,1.0,30.0
g__[Caedibacter]_taeniospiralis_group,0.0,1.0,0.0,12.0
g__[Cytophaga]_xylanolytica_group,1.0,0.0,1.0,17.0
g__[Eubacterium]_coprostanoligenes_group,1.0,0.0,0.0,60.0
g__[Eubacterium]_eligens_group,0.0,1.0,0.0,30.0
g__[Eubacterium]_siraeum_group,0.0,0.0,1.0,20.0
g__[Ruminococcus]_torques_group,1.0,0.0,0.0,40.0
g__alphaI_cluster,0.0,1.0,1.0,477.0
g__c5LKS83,1.0,0.0,0.0,2.0
g__dgA-11_gut_group,0.0,1.0,0.0,3.0
g__endosymbionts,1.0,0.0,1.0,796.0
g__env.OPS_17,1.0,1.0,1.0,463.0
g__hgcI_clade,1.0,1.0,1.0,1570.0
g__uncultured,1.0,1.0,1.0,560819.0
g__vadinHA49,1.0,1.0,1.0,62.0
