Genus,L5,S5,W5,feature_frequency
g__Turicibacter,0.0,1.0,0.0,4.0
g__Turneriella,1.0,1.0,0.0,109.0
g__U29-B03,0.0,1.0,0.0,2.0
g__UBA10353_marine_group,1.0,1.0,1.0,222.0
g__UBA12409,0.0,1.0,1.0,138.0
g__UCG-002,1.0,1.0,1.0,456.0
g__UCG-003,1.0,1.0,1.0,65.0
g__UCG-005,0.0,1.0,1.0,78.0
g__UCG-010,1.0,0.0,0.0,3.0
g__Ulvibacter,1.0,1.0,1.0,81273.0
g__Undibacterium,0.0,1.0,1.0,146.0
g__Unknown_Family,0.0,1.0,1.0,425.0
g__Urania-1B-19_marine_sediment_group,1.0,0.0,0.0,4.0
g__Uruburuella,0.0,1.0,0.0,53.0
g__Variovorax,1.0,1.0,0.0,180.0
g__Veillonella,1.0,0.0,0.0,11.0
g__Vermiphilaceae,1.0,0.0,1.0,26.0
g__Vicinamibacteraceae,1.0,1.0,0.0,11.0
g__Vicingus,1.0,1.0,1.0,11640.0
g__Vitellibacter,1.0,0.0,0.0,71.0
g__Vitreoscilla,1.0,0.0,1.0,16.0
g__W27,1.0,1.0,1.0,595.0
g__W5,1.0,1.0,1.0,239.0
g__WCHB1-32,0.0,0.0,1.0,12.0
g__WCHB1-41,1.0,0.0,0.0,14.0
g__WD2101_soil_group,0.0,1.0,1.0,14.0
g__WD260,0.0,1.0,1.0,52.0
g__WPS-2,1.0,1.0,1.0,597.0
g__Winogradskyella,1.0,0.0,0.0,14.0
g__Woesearchaeales,1.0,1.0,1.0,702.0
g__Woeseia,1.0,1.0,1.0,3749.0
g__Xanthobacter,0.0,1.0,0.0,5.0
g__Yoonia-Loktanella,1.0,1.0,1.0,42112.0
g__Zixibacteria,1.0,0.0,1.0,15.0
g__Zoogloea,1.0,1.0,1.0,1891.0
g__[Agitococcus]_lubricus_group,1.0,1.0,1.0,114.0
g__[Caedibacter]_taeniospiralis_group,0.0,1.0,0.0,12.0
g__[Cytophaga]_xylanolytica_group,1.0,1.0,0.0,17.0
g__[Desulfobacterium]_catecholicum_group,0.0,0.0,1.0,13.0
g__[Eubacterium]_coprostanoligenes_group,1.0,1.0,0.0,60.0
g__[Eubacterium]_eligens_group,0.0,1.0,0.0,30.0
g__[Eubacterium]_ruminantium_group,0.0,1.0,0.0,3.0
g__[Eubacterium]_siraeum_group,0.0,0.0,1.0,20.0
g__[Ruminococcus]_gnavus_group,0.0,0.0,1.0,5.0
g__[Ruminococcus]_torques_group,1.0,1.0,0.0,40.0
g__alphaI_cluster,0.0,1.0,1.0,477.0
g__endosymbionts,1.0,0.0,1.0,796.0
g__env.OPS_17,1.0,1.0,1.0,463.0
g__hgcI_clade,1.0,1.0,1.0,1570.0
g__koll11,0.0,0.0,1.0,58.0
g__p-251-o5,0.0,0.0,1.0,2.0
g__uncultured,1.0,1.0,1.0,560819.0
g__vadinHA49,0.0,1.0,1.0,62.0
