Genus,L30,S30,W30,feature_frequency
g__WS1,1.0,0.0,0.0,2.0
g__Woesearchaeales,1.0,1.0,1.0,702.0
g__Woeseia,1.0,1.0,1.0,3749.0
g__Yoonia-Loktanella,1.0,1.0,1.0,42112.0
g__Zhongshania,0.0,1.0,0.0,113.0
g__Zoogloea,1.0,0.0,1.0,1891.0
g__Zymophilus,1.0,0.0,0.0,6.0
g__[Desulfobacterium]_catecholicum_group,0.0,0.0,1.0,13.0
g__[Eubacterium]_eligens_group,0.0,0.0,1.0,30.0
g__[Eubacterium]_siraeum_group,1.0,0.0,0.0,20.0
g__[Ruminococcus]_torques_group,0.0,1.0,0.0,40.0
g__endosymbionts,1.0,1.0,1.0,796.0
g__hgcI_clade,0.0,1.0,0.0,1570.0
g__koll11,1.0,0.0,1.0,58.0
g__uncultured,1.0,1.0,1.0,565691.0
g__vadinHA49,1.0,1.0,0.0,62.0
