Genus,L10,S10,W10,feature_frequency
g__SS1-B-02-17,1.0,0.0,1.0,12.0
g__SS1-B-07-19,0.0,1.0,1.0,4333.0
g__SUP05_cluster,1.0,1.0,1.0,312191.0
g__SWB02,0.0,1.0,0.0,2.0
g__Saccharimonadales,1.0,1.0,1.0,388.0
g__Saccharospirillaceae,0.0,1.0,1.0,537.0
g__Salegentibacter,1.0,0.0,0.0,10.0
g__Salinirepens,1.0,1.0,1.0,427.0
g__Salinisphaera,1.0,1.0,1.0,8977.0
g__Sediminibacterium,1.0,1.0,1.0,2231.0
g__Sediminispirochaeta,1.0,0.0,0.0,17.0
g__Selenomonas,0.0,1.0,0.0,5.0
g__Sessilia,1.0,0.0,1.0,26.0
g__Shewanella,1.0,1.0,1.0,556.0
g__Simplicispira,0.0,1.0,1.0,99.0
g__Singulisphaera,0.0,1.0,0.0,5.0
g__Sinobacterium,0.0,1.0,0.0,34.0
g__Skeletonema,1.0,0.0,0.0,135.0
g__Smithella,1.0,0.0,0.0,41.0
g__Sneathiella,1.0,0.0,0.0,26.0
g__Sphaerochaeta,1.0,1.0,0.0,265.0
g__Sphaerotilus,1.0,0.0,1.0,162.0
g__Sphingoaurantiacus,1.0,0.0,0.0,4.0
g__Sphingobium,1.0,1.0,1.0,169.0
g__Sphingomonas,1.0,1.0,1.0,1085.0
g__Sphingopyxis,1.0,1.0,1.0,1343.0
g__Sphingorhabdus,1.0,1.0,1.0,153.0
g__Spionida,1.0,0.0,1.0,59.0
g__Spirochaeta,1.0,0.0,0.0,2.0
g__Spirochaeta_2,1.0,1.0,1.0,124.0
g__Spirosoma,1.0,0.0,0.0,5.0
g__Spirotontonia,0.0,1.0,1.0,126.0
g__Spirotrichea,0.0,1.0,0.0,42.0
g__Spongiibacter,1.0,1.0,1.0,336.0
g__Staphylococcus,0.0,0.0,1.0,18.0
g__Stappiaceae,0.0,0.0,1.0,49.0
g__Stenosemella,1.0,0.0,1.0,42.0
g__Stenotrophomonas,1.0,1.0,1.0,1860.0
g__Stephanoeca,0.0,0.0,1.0,2.0
g__Streptococcus,1.0,1.0,1.0,67.0
g__Strombidium,1.0,1.0,1.0,594.0
g__Subdoligranulum,1.0,1.0,1.0,372.0
g__Subgroup_10,1.0,0.0,0.0,47.0
g__Subgroup_17,1.0,0.0,0.0,19.0
g__Subgroup_2,0.0,1.0,1.0,62.0
g__Subgroup_22,1.0,1.0,1.0,81.0
g__Subgroup_23,1.0,0.0,1.0,189.0
g__Subgroup_26,1.0,0.0,0.0,14.0
g__Subgroup_5,0.0,0.0,1.0,9.0
g__Sulfitobacter,1.0,1.0,1.0,148323.0
g__Sulfurimonas,1.0,1.0,0.0,121.0
g__Sulfurovum,1.0,0.0,0.0,21.0
g__Sumerlaea,1.0,0.0,0.0,12.0
g__Sva0081_sediment_group,1.0,0.0,0.0,66.0
g__Sva0485,1.0,0.0,0.0,17.0
g__Sva0996_marine_group,1.0,1.0,1.0,3774.0
g__Sva1033,0.0,1.0,1.0,76.0
g__Syndiniales_Group_I,1.0,1.0,1.0,1269.0
g__Syndiniales_Group_II,0.0,1.0,1.0,425.0
g__Syndiniales_Group_III,1.0,1.0,1.0,176.0
g__Synechococcus_CC9902,1.0,1.0,1.0,2656.0
g__Syntrophorhabdus,0.0,1.0,0.0,7.0
g__T34,1.0,0.0,0.0,105.0
g__TRA3-20,0.0,1.0,0.0,157.0
g__Taeseokella,1.0,1.0,1.0,2852.0
g__Tateyamaria,1.0,0.0,0.0,225.0
g__Teleaulax,1.0,1.0,1.0,2354.0
g__Telmatospirillum,0.0,1.0,0.0,3.0
g__Telonema,1.0,0.0,1.0,277.0
g__Terebellida,0.0,1.0,0.0,6.0
g__Terrimonas,1.0,0.0,0.0,17.0
g__Thalassiosira,1.0,0.0,1.0,797.0
g__Thalassolituus,0.0,1.0,0.0,48.0
g__Thalassospira,1.0,1.0,1.0,2438.0
g__Thalassotalea,1.0,0.0,0.0,11.0
g__Thermomonas,0.0,0.0,1.0,60.0
g__Thermovirga,1.0,0.0,0.0,115.0
g__Thioflexothrix,1.0,0.0,0.0,5.0
g__Thiohalophilus,0.0,1.0,0.0,6.0
g__Thiomicrorhabdus,0.0,1.0,1.0,13.0
g__Tintinnidium,1.0,1.0,0.0,40.0
g__Tintinnopsis,1.0,1.0,0.0,27.0
g__Tolumonas,1.0,1.0,1.0,287.0
g__Trichococcus,1.0,1.0,1.0,162.0
g__Truepera,1.0,0.0,0.0,15.0
g__Turicibacter,1.0,0.0,0.0,4.0
g__UBA10353_marine_group,1.0,1.0,1.0,222.0
g__UBA12409,0.0,1.0,1.0,138.0
g__UCG-002,1.0,1.0,1.0,456.0
g__UCG-003,0.0,1.0,0.0,65.0
g__UCG-005,1.0,1.0,1.0,78.0
g__Ulvibacter,1.0,1.0,1.0,81273.0
g__Undibacterium,0.0,1.0,1.0,146.0
g__Unknown_Family,1.0,1.0,0.0,425.0
g__Uruburuella,1.0,0.0,1.0,53.0
g__Variovorax,1.0,1.0,1.0,180.0
g__Veillonella,0.0,0.0,1.0,11.0
g__Vermiphilaceae,1.0,1.0,0.0,26.0
g__Verruc-01,1.0,0.0,1.0,15.0
g__Vibrio,1.0,1.0,1.0,53.0
g__Vicingus,1.0,1.0,1.0,11640.0
g__Vitellibacter,1.0,0.0,1.0,71.0
g__W27,1.0,1.0,1.0,595.0
g__W5,1.0,0.0,1.0,239.0
g__WCHB1-32,1.0,0.0,0.0,12.0
g__WCHB1-41,1.0,0.0,1.0,14.0
g__WD2101_soil_group,1.0,0.0,1.0,14.0
g__WPS-2,1.0,1.0,1.0,597.0
g__Wenyingzhuangia,1.0,0.0,0.0,7.0
g__Woesearchaeales,1.0,1.0,1.0,702.0
g__Woeseia,1.0,1.0,1.0,3749.0
g__Yoonia-Loktanella,1.0,1.0,1.0,42112.0
g__Zavarzinella,1.0,0.0,0.0,8.0
g__Zeaxanthinibacter,1.0,0.0,0.0,15.0
g__Zhongshania,1.0,1.0,0.0,113.0
g__Zoogloea,1.0,1.0,1.0,1891.0
g__[Agitococcus]_lubricus_group,0.0,1.0,0.0,114.0
g__[Caedibacter]_taeniospiralis_group,0.0,1.0,0.0,12.0
g__[Eubacterium]_coprostanoligenes_group,1.0,0.0,0.0,60.0
g__[Eubacterium]_eligens_group,0.0,1.0,0.0,30.0
g__[Eubacterium]_siraeum_group,1.0,0.0,1.0,20.0
g__[Ruminococcus]_torques_group,1.0,1.0,0.0,40.0
g__alphaI_cluster,0.0,1.0,1.0,477.0
g__endosymbionts,1.0,1.0,1.0,796.0
g__env.OPS_17,1.0,1.0,1.0,463.0
g__hgcI_clade,1.0,1.0,1.0,1570.0
g__koll11,0.0,1.0,1.0,58.0
g__uncultured,1.0,1.0,1.0,565691.0
g__vadinHA49,1.0,1.0,1.0,62.0
